transaction_id,product_id,warehouse_id,supplier_id,sale_date,quantity_sold,unit_price_sold,total_amount,customer_type
1093,14,6,14,2023-10-06,1,1285.1,1285.1,Cooperative
1094,16,3,2,2023-10-06,44,932.87,41046.41,Farmer
1095,22,9,11,2023-10-06,14,427.19,5980.69,Farmer
1096,8,7,1,2023-10-06,9,52.54,472.9,Cooperative
1097,23,10,9,2023-10-06,5,600.75,3003.73,Government
1098,34,8,7,2023-10-06,5,178.1,890.49,Farmer
1099,20,3,9,2023-10-06,23,416.42,9577.74,Cooperative
1100,13,7,12,2023-10-06,6,265.7,1594.21,Farmer
1101,19,2,14,2023-10-06,37,313.34,11593.61,Farmer
1102,6,5,8,2023-10-07,7,105.02,735.17,Retailer
1103,29,1,6,2023-10-07,27,478.43,12917.7,Farmer
1104,10,4,1,2023-10-07,19,78.06,1483.16,Wholesaler
1105,13,8,2,2023-10-07,50,268.12,13405.94,Farmer
1106,25,2,3,2023-10-07,13,206.9,2689.65,Retailer
1107,16,4,14,2023-10-07,10,912.55,9125.51,Farmer
1108,14,6,5,2023-10-07,4,1410.96,5643.84,Wholesaler
1109,21,10,3,2023-10-07,23,273.57,6292.2,Cooperative
1110,30,6,7,2023-10-07,2,1177.13,2354.26,Wholesaler
1111,4,2,1,2023-10-07,9,68.86,619.75,Wholesaler
1112,15,4,12,2023-10-08,45,1563.73,70368.07,Farmer
1113,1,8,1,2023-10-08,50,85.2,4260.23,Farmer
1114,18,10,2,2023-10-08,42,192.79,8097.12,Farmer
1115,20,7,11,2023-10-08,34,406.53,13822.17,Farmer
1116,7,7,8,2023-10-08,1,62.9,62.9,Retailer
1117,8,3,8,2023-10-08,41,55.21,2263.54,Farmer
1118,24,9,9,2023-10-08,3,265.77,797.31,Retailer
1119,4,3,8,2023-10-08,33,69.69,2299.9,Retailer
1120,21,9,11,2023-10-09,3,312.61,937.83,Farmer
1121,34,10,7,2023-10-09,3,197.94,593.83,Farmer
1122,3,2,8,2023-10-09,30,309.13,9274.04,Farmer
1123,21,9,3,2023-10-09,39,301.21,11747.21,Cooperative
1124,22,10,15,2023-10-09,38,458.81,17434.92,Retailer
1125,25,2,11,2023-10-09,13,213.8,2779.44,Farmer
1126,34,6,7,2023-10-09,1,188.07,188.07,Farmer
1127,24,9,3,2023-10-09,1,257.82,257.82,Farmer
1128,13,2,6,2023-10-09,41,269.51,11050.04,Retailer
1129,23,1,15,2023-10-09,1,642.62,642.62,Farmer
1130,15,4,6,2023-10-09,48,1519.14,72918.92,Cooperative
1131,7,5,1,2023-10-09,36,67.76,2439.21,Farmer
1132,10,1,8,2023-10-10,22,78.4,1724.87,Farmer
1133,18,9,2,2023-10-10,12,200.07,2400.84,Farmer
1134,3,1,8,2023-10-10,29,332.43,9640.35,Farmer
1135,18,3,5,2023-10-10,7,190.8,1335.61,Retailer
1136,31,2,13,2023-10-10,4,4352.4,17409.6,Wholesaler
1137,26,1,3,2023-10-10,8,551.36,4410.86,Farmer
1138,29,9,9,2023-10-10,21,526.53,11057.23,Retailer
1139,12,4,1,2023-10-10,6,106.28,637.67,Farmer
1140,16,4,2,2023-10-10,31,950.37,29461.54,Cooperative
1141,35,7,10,2023-10-10,4,875.81,3503.23,Farmer
1142,31,7,7,2023-10-10,2,4869.42,9738.85,Retailer
1143,18,6,5,2023-10-10,37,196.61,7274.71,Retailer
1144,16,8,2,2023-10-11,37,902.64,33397.81,Farmer
1145,19,2,5,2023-10-11,14,320.21,4482.92,Retailer
1146,31,2,10,2023-10-11,1,4537.64,4537.64,Government
1147,13,10,2,2023-10-11,11,277.91,3057.01,Cooperative
1148,24,7,9,2023-10-11,36,245.2,8827.28,Government
1149,19,4,12,2023-10-11,14,333.64,4671.0,Government
1150,26,5,9,2023-10-11,15,549.92,8248.77,Farmer
1151,31,8,7,2023-10-11,5,4692.95,23464.76,Farmer
1152,5,7,8,2023-10-11,16,100.73,1611.68,Farmer
1153,12,8,1,2023-10-11,41,104.56,4287.06,Farmer
1154,25,9,3,2023-10-11,25,186.38,4659.46,Retailer
1155,18,6,2,2023-10-11,12,184.11,2209.33,Farmer
1156,18,4,2,2023-10-11,21,179.43,3768.05,Government
1157,4,3,8,2023-10-11,22,72.82,1602.02,Farmer
1158,19,10,2,2023-10-11,15,320.86,4812.86,Farmer
1159,4,5,8,2023-10-11,19,74.49,1415.29,Cooperative
1160,29,9,11,2023-10-12,26,499.77,12994.04,Retailer
1161,10,8,8,2023-10-12,19,83.95,1594.96,Retailer
1162,19,9,12,2023-10-12,6,330.63,1983.77,Farmer
1163,7,8,1,2023-10-12,49,63.74,3123.48,Government
1164,11,10,1,2023-10-12,32,99.31,3177.76,Cooperative
1165,5,7,8,2023-10-12,16,102.17,1634.68,Farmer
1166,5,7,8,2023-10-12,43,103.51,4451.07,Farmer
1167,14,6,12,2023-10-12,18,1457.14,26228.54,Farmer
1168,24,7,9,2023-10-12,3,262.48,787.43,Farmer
1169,24,2,15,2023-10-12,19,253.11,4809.05,Retailer
1170,7,7,1,2023-10-12,45,64.5,2902.31,Farmer
1171,19,4,6,2023-10-12,14,335.78,4700.9,Farmer
1172,14,6,12,2023-10-13,16,1385.25,22164.06,Cooperative
1173,20,7,3,2023-10-13,10,377.88,3778.78,Retailer
1174,22,3,3,2023-10-13,24,423.61,10166.57,Cooperative
1175,20,1,3,2023-10-13,8,413.41,3307.25,Government
1176,22,8,11,2023-10-13,24,438.51,10524.22,Cooperative
1177,18,6,5,2023-10-13,28,178.25,4991.06,Farmer
1178,27,9,11,2023-10-13,35,911.16,31890.5,Farmer
1179,8,5,1,2023-10-13,9,60.35,543.11,Retailer
1180,18,4,5,2023-10-14,37,188.55,6976.27,Retailer
1181,10,4,1,2023-10-14,38,86.81,3298.94,Retailer
1182,14,6,5,2023-10-14,35,1293.45,45270.75,Cooperative
1183,19,5,2,2023-10-14,50,322.26,16113.21,Farmer
1184,12,10,8,2023-10-14,39,103.15,4022.66,Cooperative
1185,21,9,3,2023-10-14,24,276.93,6646.27,Retailer
1186,3,1,8,2023-10-14,34,327.18,11124.14,Farmer
1187,5,2,8,2023-10-14,34,103.19,3508.29,Farmer
1188,16,8,12,2023-10-14,47,920.86,43280.29,Farmer
1189,26,2,11,2023-10-14,36,530.65,19103.46,Wholesaler
1190,8,5,8,2023-10-15,44,52.92,2328.39,Cooperative
1191,6,5,1,2023-10-15,42,112.61,4729.54,Retailer
1192,20,2,3,2023-10-15,12,408.18,4898.12,Farmer
1193,24,9,9,2023-10-15,4,242.93,971.72,Farmer
1194,19,5,12,2023-10-15,25,306.36,7659.06,Farmer
1195,26,2,3,2023-10-15,38,533.3,20265.49,Retailer
1196,22,8,15,2023-10-16,13,407.36,5295.62,Farmer
1197,25,9,9,2023-10-16,14,213.98,2995.69,Farmer
1198,35,7,10,2023-10-16,1,931.41,931.41,Farmer
1199,19,5,14,2023-10-16,8,349.15,2793.23,Farmer
1200,15,7,2,2023-10-16,45,1399.03,62956.55,Farmer
1201,4,3,1,2023-10-16,49,76.75,3760.96,Retailer
1202,26,9,3,2023-10-16,23,512.88,11796.14,Cooperative
1203,5,5,8,2023-10-16,25,98.53,2463.23,Farmer
1204,7,3,8,2023-10-16,21,63.71,1337.81,Farmer
1205,21,10,11,2023-10-16,31,298.8,9262.85,Farmer
1206,18,2,6,2023-10-16,17,181.81,3090.71,Farmer
1207,13,6,14,2023-10-16,31,263.01,8153.33,Cooperative
1208,17,8,5,2023-10-16,8,452.64,3621.09,Farmer
1209,21,5,9,2023-10-16,1,313.12,313.12,Government
1210,13,7,5,2023-10-16,31,279.63,8668.45,Farmer
1211,25,1,11,2023-10-16,24,209.11,5018.58,Cooperative
1212,32,10,10,2023-10-17,1,30033.18,30033.18,Cooperative
1213,13,3,2,2023-10-17,38,293.62,11157.56,Retailer
1214,1,10,1,2023-10-17,10,89.12,891.23,Cooperative
1215,22,3,3,2023-10-17,15,439.64,6594.65,Farmer
1216,22,3,9,2023-10-17,7,459.03,3213.18,Farmer
1217,1,3,1,2023-10-17,42,88.9,3733.95,Farmer
1218,11,10,8,2023-10-18,19,94.03,1786.54,Wholesaler
1219,19,3,14,2023-10-18,30,333.82,10014.69,Farmer
1220,8,4,1,2023-10-18,49,52.63,2578.68,Farmer
1221,4,7,8,2023-10-18,12,71.37,856.44,Government
1222,6,5,8,2023-10-18,25,117.13,2928.35,Farmer
1223,23,1,11,2023-10-18,32,654.84,20954.77,Farmer
1224,24,8,11,2023-10-18,27,245.41,6626.19,Farmer
1225,26,2,15,2023-10-18,1,514.6,514.6,Farmer
1226,3,1,1,2023-10-18,14,317.36,4443.05,Retailer
1227,8,2,8,2023-10-19,38,56.16,2133.94,Farmer
1228,13,9,14,2023-10-19,29,281.55,8165.08,Retailer
1229,13,8,12,2023-10-19,12,286.46,3437.47,Farmer
1230,20,7,11,2023-10-19,27,388.96,10501.89,Retailer
1231,5,10,1,2023-10-19,17,97.04,1649.69,Farmer
1232,29,3,11,2023-10-20,13,482.21,6268.68,Retailer
1233,2,1,1,2023-10-20,49,97.16,4760.86,Farmer
1234,19,5,5,2023-10-20,50,321.06,16052.83,Government
1235,33,10,10,2023-10-20,3,12845.52,38536.57,Retailer
1236,2,1,8,2023-10-20,38,86.49,3286.46,Farmer
1237,24,3,11,2023-10-20,43,239.87,10314.57,Farmer
1238,21,3,3,2023-10-20,41,293.03,12014.09,Farmer
1239,16,3,12,2023-10-20,48,987.17,47384.13,Retailer
1240,25,7,15,2023-10-21,31,191.08,5923.36,Wholesaler
1241,29,9,6,2023-10-21,16,487.29,7796.62,Cooperative
1242,16,2,6,2023-10-21,45,866.78,39005.05,Farmer
1243,6,8,1,2023-10-21,17,105.81,1798.72,Retailer
1244,8,3,1,2023-10-21,19,57.23,1087.37,Retailer
1245,9,2,8,2023-10-21,29,58.21,1688.07,Farmer
1246,21,5,9,2023-10-21,16,290.6,4649.61,Government
1247,22,9,11,2023-10-21,49,425.58,20853.4,Farmer
1248,8,7,8,2023-10-21,5,58.89,294.43,Farmer
1249,18,7,12,2023-10-21,44,181.18,7971.92,Farmer
1250,24,8,11,2023-10-21,46,269.37,12391.01,Wholesaler
1251,22,5,3,2023-10-22,13,433.41,5634.32,Farmer
1252,9,3,1,2023-10-22,50,57.52,2875.9,Farmer
1253,4,3,8,2023-10-22,44,74.17,3263.66,Government
1254,18,5,14,2023-10-22,5,192.72,963.58,Cooperative
1255,22,5,11,2023-10-22,45,413.0,18585.14,Farmer
1256,30,6,10,2023-10-22,3,1257.4,3772.2,Wholesaler
1257,8,2,1,2023-10-22,38,60.06,2282.15,Farmer
1258,15,2,2,2023-10-22,25,1584.51,39612.82,Farmer
1259,26,2,15,2023-10-22,47,512.25,24075.98,Farmer
1260,14,6,14,2023-10-22,39,1459.22,56909.69,Farmer
1261,2,1,1,2023-10-22,27,89.56,2418.03,Retailer
1262,33,2,13,2023-10-22,1,12018.73,12018.73,Retailer
1263,34,6,13,2023-10-22,1,178.3,178.3,Government
1264,19,1,2,2023-10-23,30,316.92,9507.55,Retailer
1265,21,2,3,2023-10-23,29,282.07,8179.91,Cooperative
1266,19,1,5,2023-10-23,45,351.2,15803.85,Government
1267,4,10,1,2023-10-23,43,77.83,3346.69,Farmer
1268,23,9,11,2023-10-23,22,656.23,14436.98,Farmer
1269,16,7,12,2023-10-23,2,885.6,1771.2,Farmer
1270,35,2,7,2023-10-23,5,839.53,4197.65,Government
1271,2,1,8,2023-10-23,1,95.71,95.71,Retailer
1272,26,5,15,2023-10-23,23,564.02,12972.49,Cooperative
1273,20,7,11,2023-10-23,41,361.17,14808.14,Cooperative
1274,4,3,8,2023-10-23,48,77.81,3734.95,Cooperative
1275,16,2,2,2023-10-23,4,955.84,3823.38,Wholesaler
1276,17,7,6,2023-10-23,19,489.75,9305.32,Farmer
1277,4,5,8,2023-10-23,21,71.08,1492.71,Farmer
1278,26,5,15,2023-10-23,39,515.28,20095.94,Retailer
1279,25,2,3,2023-10-24,39,189.67,7397.06,Retailer
1280,30,6,13,2023-10-24,3,1191.06,3573.19,Retailer
1281,32,6,7,2023-10-24,4,30136.68,120546.72,Farmer
1282,1,3,8,2023-10-24,44,89.98,3959.29,Wholesaler
1283,18,8,5,2023-10-24,23,193.2,4443.6,Farmer
1284,15,4,5,2023-10-24,45,1537.52,69188.41,Government
1285,19,7,14,2023-10-24,34,308.95,10504.18,Wholesaler
1286,34,4,7,2023-10-24,3,203.12,609.37,Retailer
1287,25,8,11,2023-10-25,35,208.47,7296.55,Wholesaler
1288,20,3,11,2023-10-25,21,413.83,8690.4,Government
1289,21,3,15,2023-10-25,29,281.56,8165.31,Retailer
1290,35,2,10,2023-10-25,1,879.35,879.35,Retailer
1291,13,2,6,2023-10-25,34,282.84,9616.64,Farmer
1292,1,10,8,2023-10-25,27,85.07,2296.93,Farmer
1293,18,3,2,2023-10-25,48,181.37,8705.77,Farmer
1294,24,8,11,2023-10-25,25,266.6,6665.04,Farmer
1295,9,7,1,2023-10-25,20,56.19,1123.81,Wholesaler
1296,19,2,6,2023-10-25,26,310.0,8060.03,Farmer
1297,30,8,7,2023-10-25,5,1142.87,5714.35,Government
1298,8,2,8,2023-10-26,6,55.65,333.88,Government
1299,26,2,9,2023-10-26,38,518.73,19711.55,Government
1300,12,4,1,2023-10-26,6,115.09,690.56,Farmer
1301,1,8,8,2023-10-26,33,87.87,2899.83,Farmer
1302,5,7,8,2023-10-26,21,96.13,2018.67,Retailer
1303,21,9,9,2023-10-26,6,300.98,1805.87,Farmer
1304,23,3,9,2023-10-26,21,655.88,13773.57,Farmer
1305,24,9,9,2023-10-26,9,257.1,2313.87,Farmer
1306,15,2,2,2023-10-26,20,1515.75,30315.01,Wholesaler
1307,18,6,2,2023-10-26,9,189.62,1706.61,Farmer
1308,13,5,5,2023-10-26,30,278.64,8359.14,Retailer
1309,23,3,11,2023-10-26,22,667.84,14692.54,Farmer
1310,1,1,1,2023-10-26,44,91.41,4021.97,Wholesaler
1311,8,3,1,2023-10-26,50,53.16,2657.93,Farmer
1312,16,2,12,2023-10-26,25,866.29,21657.21,Retailer
1313,34,7,10,2023-10-27,4,176.82,707.27,Cooperative
1314,24,9,11,2023-10-27,29,249.54,7236.71,Farmer
1315,16,6,5,2023-10-27,14,964.01,13496.13,Cooperative
1316,35,10,13,2023-10-27,2,842.55,1685.1,Retailer
1317,5,7,1,2023-10-27,40,92.67,3706.61,Farmer
1318,6,5,1,2023-10-27,35,110.86,3880.03,Retailer
1319,30,6,10,2023-10-27,1,1162.74,1162.74,Cooperative
1320,23,10,9,2023-10-27,5,678.14,3390.68,Retailer
1321,34,8,10,2023-10-27,1,191.57,191.57,Wholesaler
1322,9,5,8,2023-10-27,34,60.71,2064.09,Retailer
1323,28,5,11,2023-10-27,29,343.4,9958.64,Wholesaler
1324,35,7,10,2023-10-27,4,900.02,3600.07,Wholesaler
1325,24,3,3,2023-10-27,43,260.35,11195.01,Farmer
1326,7,8,1,2023-10-27,39,64.01,2496.54,Farmer
1327,25,10,11,2023-10-27,48,202.27,9708.74,Cooperative
1328,18,1,14,2023-10-27,29,186.01,5394.36,Farmer
1329,21,9,9,2023-10-27,6,297.3,1783.77,Farmer
1330,1,2,8,2023-10-27,19,89.76,1705.51,Farmer
1331,16,4,12,2023-10-27,15,900.38,13505.76,Farmer
1332,1,2,1,2023-10-28,17,90.79,1543.51,Farmer
1333,22,8,9,2023-10-28,48,401.85,19288.7,Farmer
1334,13,8,14,2023-10-28,23,265.63,6109.56,Retailer
1335,18,1,6,2023-10-28,4,197.05,788.18,Farmer
1336,33,7,13,2023-10-28,4,11562.79,46251.15,Government
1337,6,8,8,2023-10-28,6,106.99,641.92,Farmer
1338,20,7,15,2023-10-28,21,397.13,8339.74,Cooperative
1339,26,10,9,2023-10-28,44,549.29,24168.84,Farmer
1340,7,5,1,2023-10-28,13,68.43,889.62,Cooperative
1341,24,2,3,2023-10-28,35,248.68,8703.77,Retailer
1342,30,2,7,2023-10-28,1,1207.46,1207.46,Cooperative
1343,1,3,8,2023-10-29,35,82.48,2886.79,Farmer
1344,22,1,11,2023-10-29,27,408.4,11026.91,Retailer
1345,1,7,8,2023-10-29,41,89.48,3668.52,Wholesaler
1346,12,1,1,2023-10-29,31,114.05,3535.69,Farmer
1347,4,2,8,2023-10-29,31,71.63,2220.46,Government
1348,24,2,11,2023-10-29,36,243.38,8761.83,Retailer
1349,12,8,1,2023-10-29,20,103.06,2061.27,Government
1350,33,7,7,2023-10-29,1,12614.23,12614.23,Wholesaler
1351,31,7,13,2023-10-29,3,4699.09,14097.27,Farmer
1352,11,2,1,2023-10-29,26,93.65,2434.86,Farmer
1353,17,8,12,2023-10-29,45,457.22,20574.84,Wholesaler
1354,25,9,11,2023-10-29,1,199.45,199.45,Farmer
1355,4,10,1,2023-10-29,1,68.54,68.54,Government
1356,17,1,14,2023-10-29,35,445.07,15577.39,Retailer
1357,21,5,9,2023-10-29,19,281.15,5341.82,Farmer
1358,18,7,14,2023-10-29,41,185.43,7602.49,Retailer
1359,16,5,5,2023-10-30,19,860.28,16345.27,Wholesaler
1360,20,7,15,2023-10-30,16,388.85,6221.59,Government
1361,13,1,14,2023-10-30,5,284.72,1423.59,Farmer
1362,17,10,6,2023-10-30,14,449.49,6292.87,Cooperative
1363,17,1,5,2023-10-30,7,488.24,3417.65,Cooperative
1364,3,10,1,2023-10-31,32,322.52,10320.72,Retailer
1365,11,4,8,2023-10-31,17,98.13,1668.15,Retailer
1366,21,8,11,2023-10-31,27,270.98,7316.35,Retailer
1367,7,1,1,2023-10-31,40,64.13,2565.04,Wholesaler
1368,26,9,15,2023-10-31,31,531.92,16489.53,Farmer
1369,14,9,12,2023-10-31,24,1417.18,34012.28,Retailer
1370,8,7,8,2023-10-31,32,55.46,1774.63,Retailer
1371,1,1,1,2023-10-31,46,82.77,3807.39,Retailer
1372,6,5,8,2023-10-31,21,116.4,2444.33,Farmer
1373,34,4,13,2023-10-31,5,186.07,930.33,Retailer
1374,1,1,8,2023-10-31,37,85.63,3168.42,Farmer
1375,17,1,14,2023-11-01,11,462.03,5082.3,Farmer
1376,14,9,2,2023-11-01,16,1325.36,21205.72,Farmer
1377,24,3,9,2023-11-01,31,251.16,7785.96,Cooperative
1378,8,2,1,2023-11-01,6,56.86,341.15,Retailer
1379,34,2,7,2023-11-01,2,181.01,362.03,Retailer
1380,13,8,12,2023-11-01,50,265.82,13291.14,Wholesaler
1381,16,10,5,2023-11-01,36,986.42,35511.16,Retailer
1382,1,7,1,2023-11-01,32,92.39,2956.43,Farmer
1383,23,10,3,2023-11-01,47,598.51,28129.93,Retailer
1384,2,2,1,2023-11-02,3,93.23,279.69,Farmer
1385,25,5,11,2023-11-02,46,212.88,9792.66,Farmer
1386,35,10,10,2023-11-02,3,813.14,2439.42,Farmer
1387,3,2,8,2023-11-02,37,329.01,12173.48,Farmer
1388,19,1,12,2023-11-02,2,345.16,690.32,Cooperative
1389,17,2,5,2023-11-02,43,471.18,20260.81,Retailer
1390,21,9,15,2023-11-02,42,300.57,12624.01,Cooperative
1391,27,1,11,2023-11-02,9,850.03,7650.24,Wholesaler
1392,4,5,8,2023-11-02,30,72.38,2171.32,Wholesaler
1393,25,9,15,2023-11-02,41,208.37,8543.08,Government
1394,23,1,3,2023-11-02,9,602.88,5425.91,Farmer
1395,13,5,5,2023-11-03,12,261.5,3137.99,Cooperative
1396,16,6,2,2023-11-03,45,965.87,43464.0,Farmer
1397,35,6,13,2023-11-03,4,831.84,3327.36,Retailer
1398,19,1,6,2023-11-03,36,311.44,11211.86,Farmer
1399,31,4,13,2023-11-03,3,4333.85,13001.56,Retailer
1400,16,10,12,2023-11-03,47,960.3,45134.28,Cooperative
1401,7,7,1,2023-11-03,36,64.46,2320.62,Farmer
1402,29,9,6,2023-11-03,29,461.94,13396.22,Retailer
1403,10,7,8,2023-11-03,16,78.82,1261.05,Retailer
1404,21,5,15,2023-11-03,15,305.59,4583.83,Retailer
1405,30,6,7,2023-11-03,3,1152.1,3456.31,Cooperative
1406,7,8,1,2023-11-03,34,66.99,2277.8,Retailer
1407,32,10,10,2023-11-03,2,26713.61,53427.22,Retailer
1408,25,9,3,2023-11-03,5,210.26,1051.31,Retailer
1409,11,2,8,2023-11-03,20,96.86,1937.29,Farmer
1410,32,10,10,2023-11-04,4,27721.44,110885.75,Retailer
1411,6,8,1,2023-11-04,48,109.19,5241.07,Farmer
1412,34,8,13,2023-11-04,1,184.83,184.83,Retailer
1413,7,8,1,2023-11-04,28,65.7,1839.53,Retailer
1414,19,1,2,2023-11-04,35,331.79,11612.65,Wholesaler
1415,18,1,2,2023-11-04,3,183.31,549.93,Cooperative
1416,15,2,12,2023-11-05,44,1509.89,66435.29,Farmer
1417,26,8,9,2023-11-05,26,503.96,13103.03,Wholesaler
1418,14,6,12,2023-11-05,20,1340.28,26805.68,Wholesaler
1419,4,4,8,2023-11-05,18,72.7,1308.55,Wholesaler
1420,22,1,9,2023-11-05,34,411.21,13981.24,Retailer
1421,16,5,2,2023-11-05,14,927.17,12980.38,Retailer
1422,4,7,1,2023-11-05,7,73.39,513.73,Farmer
1423,6,5,1,2023-11-05,37,114.82,4248.26,Retailer
1424,22,3,3,2023-11-05,10,419.81,4198.12,Farmer
1425,4,10,8,2023-11-05,31,72.13,2236.16,Farmer
1426,34,4,13,2023-11-05,5,201.37,1006.83,Retailer
1427,29,9,9,2023-11-05,19,509.55,9681.49,Retailer
1428,6,4,8,2023-11-05,11,112.75,1240.24,Wholesaler
1429,35,2,7,2023-11-06,3,826.26,2478.78,Cooperative
1430,2,3,8,2023-11-06,13,94.07,1222.95,Farmer
1431,23,7,3,2023-11-06,30,629.38,18881.38,Farmer
1432,23,5,15,2023-11-06,12,593.37,7120.41,Wholesaler
1433,31,7,7,2023-11-06,2,4378.49,8756.99,Retailer
1434,23,7,9,2023-11-06,31,667.27,20685.27,Cooperative
1435,15,5,6,2023-11-06,15,1479.88,22198.15,Farmer
1436,5,3,1,2023-11-06,36,91.25,3285.14,Government
1437,25,2,11,2023-11-06,45,195.63,8803.47,Cooperative
1438,20,3,15,2023-11-07,8,416.09,3328.73,Farmer
1439,1,1,8,2023-11-07,21,82.23,1726.79,Government
1440,2,5,8,2023-11-07,23,89.11,2049.5,Farmer
1441,21,10,15,2023-11-07,25,278.73,6968.14,Retailer
1442,22,1,3,2023-11-07,34,406.83,13832.17,Farmer
1443,21,9,11,2023-11-08,23,280.52,6451.98,Government
1444,21,2,9,2023-11-08,26,282.09,7334.45,Farmer
1445,18,5,2,2023-11-09,47,193.87,9111.79,Cooperative
1446,20,10,11,2023-11-09,22,372.16,8187.5,Farmer
1447,12,1,1,2023-11-09,5,101.25,506.25,Farmer
1448,16,5,14,2023-11-09,41,940.63,38565.88,Farmer
1449,14,6,12,2023-11-09,25,1376.39,34409.73,Farmer
1450,18,3,5,2023-11-09,48,180.82,8679.34,Farmer
1451,6,5,1,2023-11-09,4,110.54,442.18,Farmer
1452,1,3,8,2023-11-09,31,93.08,2885.61,Cooperative
1453,13,4,2,2023-11-09,6,258.24,1549.45,Retailer
1454,31,2,10,2023-11-10,3,4755.97,14267.92,Farmer
1455,7,5,1,2023-11-10,36,66.46,2392.54,Retailer
1456,26,2,3,2023-11-10,44,515.11,22664.66,Retailer
1457,17,1,14,2023-11-10,9,474.6,4271.39,Wholesaler
1458,5,7,1,2023-11-10,5,95.7,478.52,Retailer
1459,23,2,3,2023-11-10,7,668.01,4676.1,Farmer
1460,29,3,9,2023-11-10,7,497.89,3485.24,Cooperative
1461,19,9,6,2023-11-10,28,336.66,9426.45,Farmer
1462,34,2,7,2023-11-10,2,187.94,375.88,Retailer
1463,21,5,11,2023-11-10,37,294.63,10901.27,Retailer
1464,4,2,1,2023-11-10,21,78.24,1642.97,Farmer
1465,4,7,1,2023-11-10,5,68.64,343.18,Farmer
1466,13,10,2,2023-11-10,22,285.08,6271.86,Cooperative
1467,5,5,1,2023-11-10,12,98.07,1176.8,Farmer
1468,29,1,6,2023-11-10,20,483.49,9669.84,Wholesaler
1469,16,3,2,2023-11-10,12,967.12,11605.49,Government
1470,22,1,15,2023-11-10,42,410.18,17227.52,Retailer
1471,23,10,11,2023-11-11,48,679.52,32616.79,Retailer
1472,22,1,11,2023-11-11,16,422.81,6764.92,Farmer
1473,23,8,3,2023-11-11,21,663.73,13938.39,Farmer
1474,22,8,3,2023-11-11,39,412.49,16087.16,Farmer
1475,19,4,6,2023-11-11,36,329.49,11861.62,Retailer
1476,34,8,10,2023-11-11,5,200.88,1004.42,Farmer
1477,19,9,12,2023-11-11,7,340.53,2383.69,Cooperative
1478,7,2,1,2023-11-11,4,67.89,271.54,Retailer
1479,26,2,3,2023-11-11,45,552.98,24884.16,Retailer
1480,12,8,8,2023-11-11,33,100.8,3326.24,Retailer
1481,20,8,11,2023-11-11,36,372.0,13391.84,Farmer
1482,21,9,9,2023-11-11,31,277.51,8602.77,Government
1483,19,3,12,2023-11-12,5,341.53,1707.67,Retailer
1484,12,1,1,2023-11-12,16,109.48,1751.66,Farmer
1485,35,10,10,2023-11-12,5,872.75,4363.73,Farmer
1486,17,8,2,2023-11-12,49,467.39,22902.1,Farmer
1487,19,1,5,2023-11-12,28,321.77,9009.59,Farmer
1488,32,7,7,2023-11-12,3,27491.57,82474.71,Farmer
1489,26,1,15,2023-11-12,36,535.9,19292.55,Farmer
1490,33,6,13,2023-11-12,5,12160.66,60803.29,Cooperative
1491,31,8,7,2023-11-12,3,4833.92,14501.76,Wholesaler
1492,5,7,1,2023-11-12,15,95.53,1433.02,Cooperative
1493,32,6,10,2023-11-12,4,26809.63,107238.5,Cooperative
1494,25,5,9,2023-11-13,2,200.63,401.26,Farmer
1495,29,1,6,2023-11-13,35,507.5,17762.63,Retailer
1496,34,2,13,2023-11-13,2,199.49,398.98,Farmer
1497,17,2,2,2023-11-13,50,447.5,22374.79,Farmer
1498,23,8,9,2023-11-13,35,628.26,21989.21,Retailer
1499,25,1,9,2023-11-13,42,201.18,8449.37,Farmer
1500,21,5,3,2023-11-13,47,291.38,13695.04,Farmer
1501,4,1,1,2023-11-13,43,71.44,3071.94,Farmer
1502,4,2,8,2023-11-13,25,75.47,1886.79,Farmer
1503,12,5,1,2023-11-13,34,104.68,3559.12,Farmer
1504,22,3,3,2023-11-13,19,446.23,8478.35,Farmer
1505,12,10,8,2023-11-14,19,111.51,2118.62,Farmer
1506,26,5,9,2023-11-14,16,554.09,8865.37,Retailer
1507,19,3,6,2023-11-14,49,347.18,17011.7,Farmer
1508,32,2,7,2023-11-14,1,29828.05,29828.05,Farmer
1509,31,4,13,2023-11-14,4,4600.52,18402.09,Retailer
1510,24,7,15,2023-11-14,24,264.49,6347.67,Government
1511,20,7,9,2023-11-14,5,386.62,1933.1,Cooperative
1512,13,10,14,2023-11-14,10,287.83,2878.29,Retailer
1513,14,9,6,2023-11-14,32,1378.33,44106.54,Retailer
1514,1,1,8,2023-11-14,1,84.36,84.36,Cooperative
1515,15,2,6,2023-11-14,4,1577.26,6309.04,Cooperative
1516,1,10,8,2023-11-14,2,83.05,166.1,Government
1517,34,7,13,2023-11-14,5,188.27,941.37,Farmer
1518,17,8,14,2023-11-14,21,474.6,9966.59,Farmer
1519,35,7,10,2023-11-14,3,861.86,2585.58,Farmer
1520,7,5,1,2023-11-14,50,65.94,3297.16,Farmer
1521,14,9,14,2023-11-14,49,1475.93,72320.61,Cooperative
1522,14,1,12,2023-11-15,48,1324.93,63596.59,Retailer
1523,24,2,3,2023-11-15,50,255.48,12774.2,Retailer
1524,31,6,10,2023-11-15,3,4865.33,14595.98,Farmer
1525,16,5,5,2023-11-15,36,871.08,31358.84,Farmer
